지점	카테고리	조닝	브랜드	매장유형	평수	25년 3월 매출	25년 4월 매출	평매출	25년 5월 매출	평매출	25년 6월 매출	평매출	26년 3월 매출	3월 성장률	26년 4월 매출	4월 성장률
엑스코점	남성의류(특정매입)	신사캐쥬얼	지오지아	엑스코점 데이터 X	17.4	19,785,140	21,752,520	41671	24,796,320	47503	20,191,100	38680	13,716,100	-30.7%	13,620,120	-37.4%
엑스코점	남성의류(특정매입)	신사캐쥬얼	피에르가르뎅(신사캐주얼)	엑스코점 데이터 X	13.5	17,003,000	22,626,000	55867	18,006,600	44461	11,125,400	27470	15,107,800	-11.1%	18,749,600	-17.1%
엑스코점	남성의류(특정매입)	신사캐쥬얼	피에이티(PAT)	엑스코점 데이터 X	13.5	39,582,082	32,923,400	81292	35,124,600	86727	25,054,970	61864	42,035,040	6.2%	36,712,400	11.5%
엑스코점	남성의류(특정매입)	신사캐쥬얼	바쏘옴므	엑스코점 데이터 X	17.4	35,509,180	29,754,580	57001	32,954,660	63132	22,340,860	42799	27,351,300	-23.0%	25,797,360	-13.3%
엑스코점	남성의류(특정매입)	신사캐쥬얼	앤드지	엑스코점 데이터 X	17.4	10,246,350	9,219,280	17661	10,329,420	19788	9,060,340	17357	10,557,370	3.0%	8,083,360	-12.3%
엑스코점	남성의류(특정매입)	신사캐쥬얼	에디션	엑스코점 데이터 X	17.2	13,238,830	17,131,970	33217	15,065,440	29211	11,178,350	21674	11,041,950	-16.6%	22,821,100	33.2%
엑스코점	남성의류(특정매입)	골프	디즈니골프	엑스코점 데이터 X	18.0			0	43,454,200	80397	29,519,800	54616	46,686,600	-	55,478,130	-
엑스코점	남성의류(특정매입)	골프	레노마골프	엑스코점 데이터 X	25.9			0	30,606,000	39375	25,216,750	32442	32,642,050	-	41,817,600	-
엑스코점	남성의류(특정매입)	골프	제이디엑스(JDX)	엑스코점 데이터 X	12.2			0	8,312,950	22713	7,565,400	20670	9,171,840	-	11,301,860	-
엑스코점	남성의류(특정매입)	골프	팬텀	엑스코점 데이터 X	14.1			0	17,040,780	40286	15,506,420	36658	18,614,800	-	28,623,320	-
엑스코점	아동의류(특정매입)	유아	아가방	엑스코점 데이터 X	38.1	36,693,860	36,930,220	32324	33,031,490	28911	17,585,490	15392	28,928,689	-21.2%	39,744,460	7.6%
엑스코점	아동의류(특정매입)	스포츠키즈	휠라키즈	엑스코점 데이터 X	18.6		10,740,500	19248	20,031,500	35899	12,616,700	22611	19,331,100	-	15,082,400	40.4%
엑스코점	아동의류(특정매입)	주니어	에어워크주니어	엑스코점 데이터 X	12.0	15,739,700	15,174,400	41988	10,712,300	29642	4,429,300	12256	21,621,000	37.4%	21,419,000	41.2%
엑스코점	아동의류(특정매입)	주니어	폴햄키즈	엑스코점 데이터 X	18.3	64,616,200	46,030,660	83882	40,089,950	73056	20,080,400	36593	57,456,200	-11.1%	44,133,910	-4.1%
엑스코점	아동의류(특정매입)	주니어	탑텐키즈	엑스코점 데이터 X	21.1	27,041,700	21,794,464	34430	17,379,825	27456	10,045,350	15869	20,701,130	-23.4%	14,079,700	-35.4%
엑스코점	아동의류(특정매입)	주니어	스파오키즈	엑스코점 데이터 X	28.9	7,439,400	27,286,900	31473	21,369,200	24647	12,116,000	13975	24,525,600	229.7%	20,037,200	-26.6%
엑스코점	아동의류(특정매입)	토들러	페리미츠	엑스코점 데이터 X	10.4	9,946,100		0		0		0		-100.0%		-
엑스코점	아동의류(특정매입)	유아	모이몰른	엑스코점 데이터 X	15.3	16,221,600	14,152,000	30865	16,518,480	36027	10,769,300	23488	12,081,450	-25.5%	11,305,000	-20.1%
엑스코점	아동의류(특정매입)	주니어	행텐틴즈	엑스코점 데이터 X	13.5	44,702,100	35,231,050	87087	32,968,800	81495	20,160,365	49834	38,070,800	-14.8%	34,710,200	-1.5%
엑스코점	여성의류(특정)NC	여성커리어	베스띠벨리	엑스코점 데이터 X	14.1	23,458,540	27,678,680	65434	28,084,300	66393	21,476,300	50771	24,142,500	2.9%	29,564,720	6.8%
엑스코점	여성의류(특정)NC	여성커리어	제시뉴욕	엑스코점 데이터 X	22.2	51,783,140	50,377,700	75642	33,768,960	50704	30,177,400	45311	29,672,160	-42.7%	32,616,008	-35.3%
엑스코점	여성의류(특정)NC	여성커리어	더아이잗	엑스코점 데이터 X	15.1	29,188,800	28,775,170	63521	25,031,490	55257	24,521,850	54132	25,024,270	-14.3%	30,799,840	7.0%
엑스코점	스포츠(특정)NC	스포츠	나이키(NIKE)	엑스코점 데이터 X	#N/A			-		-		-		-		-
엑스코점	스포츠(특정)NC	스포츠	아디다스(ADIDAS)	엑스코점 데이터 X	33.0	54,058,800	89,753,240	90611	89,491,902	90347	30,835,800	31130	41,486,600	-23.3%	55,841,397	-37.8%
엑스코점	스포츠(특정)NC	아웃도어	웨스트우드	엑스코점 데이터 X	15.5	29,684,800	33,531,300	72110	31,477,700	67694	23,663,190	50889	31,815,700	7.2%	34,224,800	2.1%
엑스코점	스포츠(특정)NC	스포츠	프로스펙스	엑스코점 데이터 X	29.2	12,142,500	10,357,200	11807	12,955,500	14769	9,271,900	10570		-100.0%		-100.0%
엑스코점	스포츠(특정)NC	아웃도어	콜핑(KOLPING)	엑스코점 데이터 X	22.3	16,363,060	18,234,600	27257	17,304,975	25867	8,094,000	12099	10,461,000	-36.1%	15,925,000	-12.7%
엑스코점	스포츠(특정)NC	골프	디즈니골프	엑스코점 데이터 X	18.0	53,794,800	50,575,750	93573	0	0		0		-100.0%		-100.0%
엑스코점	스포츠(특정)NC	골프	레노마골프	엑스코점 데이터 X	25.9	27,314,800	26,469,400	34053	0	0		0		-100.0%		-100.0%
엑스코점	스포츠(특정)NC	골프	제이디엑스(JDX)	엑스코점 데이터 X	12.2	9,774,000	16,590,600	45330	0	0		0		-100.0%		-100.0%
엑스코점	스포츠(특정)NC	골프	팬텀	엑스코점 데이터 X	14.1	17,009,160	20,020,900	47331	0	0		0		-100.0%		-100.0%
엑스코점	스포츠(특정)NC	스포츠	레노마수영복	엑스코점 데이터 X	12.5	7,387,800	9,175,600	24468	13,196,800	35191	13,366,200	35643	8,447,000	14.3%	5,904,800	-35.6%
엑스코점	스포츠(특정)NC	스포츠	휠라(FILA)	엑스코점 데이터 X	22.3	19,827,900	13,069,700	19536	15,411,300	23036	13,122,300	19615	12,809,700	-35.4%	17,501,900	33.9%
엑스코점	스포츠(특정)NC	스포츠	스케쳐스	엑스코점 데이터 X	20.4	60,664,970	74,976,030	122510	109,554,789	179011	102,569,550	167597	47,539,300	-21.6%	47,233,650	-37.0%
엑스코점	스포츠(특정)NC	애슬레져	제인코트&티막	엑스코점 데이터 X	15.8	17,242,760	19,024,420	40136	15,104,352	31866	16,526,445	34866	14,297,200	-17.1%	19,237,720	1.1%
광주역점	캐쥬얼(특정매입)	이지	후아유	광주역점 데이터 X	45.0	7,696,160	6,814,390	5050	8,798,130	6521	3,597,700	2666		-100.0%		-100.0%
광주역점	캐쥬얼(특정매입)	이지	폴햄	광주역점 데이터 X	15.7	13,688,420	4,948,850	10536	6,660,150	14179	4,163,600	8864		-100.0%		-100.0%
광주역점	캐쥬얼(특정매입)	이지	프로젝트M	광주역점 데이터 X	12.4	4,701,100	7,944,900	21416	6,285,100	16942	6,854,650	18477		-100.0%		-100.0%
광주역점	캐쥬얼(특정매입)	스트릿	멤버헐리데이	광주역점 데이터 X	11.2	10,511,720	12,155,010	36275	11,470,850	34233	7,529,380	22470		-100.0%		-100.0%
광주역점	캐쥬얼(특정매입)	진	게스(GUESS)(진)	광주역점 데이터 X	#N/A			-		-		-		-		-
광주역점	캐쥬얼(특정매입)	스트릿	그루브라임플레이	광주역점 데이터 X	18.4	6,262,800	6,006,900	10853	7,511,740	13572	5,428,600	9808		-100.0%		-100.0%
광주역점	잡화(특정매입)	제화	무크(MOOK)	광주역점 데이터 X	14.0	9,059,800	8,986,500	21396	14,264,440	33963	11,154,880	26559	10,975,040	21.1%	8,982,840	0.0%
광주역점	잡화(특정매입)	제화	에스콰이아(ESQUIRE)	광주역점 데이터 X	24.0	15,958,940	21,443,180	29782	24,440,420	33945	26,122,920	36282	9,149,100	-42.7%	7,879,580	-63.3%
광주역점	잡화(특정매입)	제화	엘칸토(ELCANTO )	광주역점 데이터 X	19.0	30,797,900	41,156,000	72204	31,700,200	55614	23,539,100	41297	26,341,000	-14.5%	34,127,900	-17.1%
광주역점	잡화(특정매입)	제화	허쉬파피(HUSHPUPPIES)	광주역점 데이터 X	11.7	5,218,700	4,969,440	14158	4,912,900	13997	5,771,600	16443	3,711,000	-28.9%	3,012,000	-39.4%
광주역점	잡화(특정매입)	핸드백/피혁	엘레강스(핸드백)	광주역점 데이터 X	6.6	7,569,800	9,775,700	49372	8,844,700	44670	8,741,510	44149	10,130,000	33.8%	10,574,500	8.2%
광주역점	잡화(특정매입)	핸드백/피혁	피에르가르뎅(핸드백)	광주역점 데이터 X	8.0	7,502,200	13,208,500	55207	10,240,900	42804	7,010,500	29302		-100.0%		-100.0%
광주역점	영캐쥬얼(특정)2001	베이직	클라비스(CLOVIS)	광주역점 데이터 X	11.1	9,009,130	8,256,400	24794	7,406,100	22241	7,870,740	23636	13,386,413	48.6%	11,001,200	33.2%
광주역점	영캐쥬얼(특정)2001	베이직	리스트	광주역점 데이터 X	10.9	31,431,300	16,022,600	48999	23,658,700	72351	30,008,300	91769	40,608,300	29.2%	19,368,540	20.9%
광주역점	영캐쥬얼(특정)2001	스트릿	헤이린뉴욕	광주역점 데이터 X	11.6	30,075,000	37,473,400	107682	30,071,801	86413	21,105,500	60648	44,346,900	47.5%	40,079,000	7.0%
광주역점	영캐쥬얼(특정)2001	스트릿	에잇컨셉	광주역점 데이터 X	13.8			0	8,059,110	19466	6,563,500	15854	12,634,800	-	11,881,100	-
광주역점	남성의류(특정매입)	신사정장	파크랜드(PARKLAND)	광주역점 데이터 X	13.0	12,115,300	11,210,900	28825	10,501,000	27000	9,139,900	23500		-100.0%		-100.0%
광주역점	남성의류(특정매입)	신사캐쥬얼	파렌하이트	광주역점 데이터 X	12.4	3,238,104	3,882,512	10466	3,616,960	9750	3,163,080	8526		-100.0%		-100.0%
광주역점	남성의류(특정매입)	신사정장	브렌우드	광주역점 데이터 X	21.8	10,954,232	7,831,499	11953	5,805,808	8861	6,348,927	9690		-100.0%		-100.0%
광주역점	남성의류(특정매입)	신사정장	트레몰로	광주역점 데이터 X	13.0	6,069,000	5,594,800	14385	6,373,300	16387	4,718,400	12132		-100.0%		-100.0%
광주역점	남성의류(특정매입)	신사TD	올젠	광주역점 데이터 X	14.2	5,716,520	5,555,900	13078	6,356,190	14962	4,052,530	9539		-100.0%		-100.0%
광주역점	남성의류(특정매입)	신사캐쥬얼	지오지아	광주역점 데이터 X	23.5	1,882,820	3,425,060	4851	5,458,890	7731	2,393,270	3390		-100.0%		-100.0%
광주역점	남성의류(특정매입)	신사캐쥬얼	피에르가르뎅(신사캐주얼)	광주역점 데이터 X	9.7	4,783,200	7,720,600	26604	9,655,800	33273	6,550,200	22571		-100.0%		-100.0%
광주역점	남성의류(특정매입)	신사캐쥬얼	피에이티(PAT)	광주역점 데이터 X	11.5	7,068,000	11,165,200	32452	9,578,000	27839	7,285,700	21176		-100.0%		-100.0%
광주역점	남성의류(특정매입)	신사캐쥬얼	에디션	광주역점 데이터 X	12.1	1,044,200	1,477,300	4081	1,933,460	5341	1,457,020	4025		-100.0%		-100.0%
광주역점	아동의류(특정매입)	주니어	제이씨비(JCB)	광주역점 데이터 X	10.6	12,395,400	11,023,320	34647	12,021,830	37786	8,806,260	27679	-9,800	-100.1%		-100.0%
광주역점	아동의류(특정매입)	주니어	에어워크주니어	광주역점 데이터 X	7.3	7,260,600	7,153,100	32752	5,296,000	24249	3,632,200	16631		-100.0%		-100.0%
광주역점	아동의류(특정매입)	주니어	폴햄키즈	광주역점 데이터 X	18.2	13,763,550	8,306,500	15255	4,889,000	8979	1,975,150	3627		-100.0%		-100.0%
광주역점	아동의류(특정매입)	주니어	행텐틴즈	광주역점 데이터 X	14.9	21,308,115	20,871,830	46821	18,016,135	40415	10,363,155	23247		-100.0%		-100.0%
광주역점	여성의류(특정)NC	마담	파올라	광주역점 데이터 X	11.8	20,699,000	20,441,000	57743	16,286,000	46006	14,209,000	40138	21,607,000	4.4%	25,887,000	26.6%
광주역점	여성의류(특정)NC	여성커리어	더레노마	광주역점 데이터 X	12.9	15,379,300	11,819,900	30542	19,984,700	51640	10,368,800	26793	13,691,900	-11.0%	14,730,100	24.6%
광주역점	스포츠(특정)NC	스포츠	나이키(NIKE)	광주역점 데이터 X	#N/A		30,061,000	-		-		-		-	26,197,900	-12.9%
광주역점	스포츠(특정)NC	아웃도어	콜핑(KOLPING)	광주역점 데이터 X	13.0	8,058,000	8,621,000	22166	11,285,000	29015	8,008,000	20590		-100.0%		-100.0%
광주역점	스포츠(특정)NC	스포츠	크록스(CROCS)	광주역점 데이터 X	#N/A	8,578,100	14,474,600	-	17,425,140	-	10,697,700	-		-100.0%		-100.0%
광주역점	스포츠(특정)NC	애슬레져	제인코트&티막	광주역점 데이터 X	12.4	1,502,000	919,200	2478	802,200	2162	1,387,700	3741		-100.0%		-100.0%
광주역점	스포츠(특정)NC	아웃도어	트렉스타	광주역점 데이터 X	12.9	8,031,400	12,046,240	31018	14,469,360	37257	14,059,830	36203		-100.0%		-100.0%
중앙로역점	캐쥬얼(특정매입)	이지	후아유	정상	44.9	20,707,830	17,886,120	13278	20,878,240	15500	10,955,890	8134	26,490,850	27.9%	20,168,290	12.8%
중앙로역점	캐쥬얼(특정매입)	이지	폴햄	정상	32.7	28,925,300	32,869,550	33506	39,506,900	40272	32,003,550	32623	23,278,000	-19.5%	28,694,900	-12.7%
중앙로역점	캐쥬얼(특정매입)	이지	마인드브릿지	정상	14.2	25,083,770	28,651,810	67258	29,677,550	69666	27,018,980	63425	27,112,620	8.1%	37,456,080	30.7%
중앙로역점	캐쥬얼(특정매입)	이지	프로젝트M	정상	14.2	17,076,900	25,191,650	59135	28,800,700	67607	22,892,050	53737	20,121,200	17.8%	30,838,400	22.4%
중앙로역점	캐쥬얼(특정매입)	스트릿	NBA	상설	17.6	11,238,500	11,953,000	22638	12,201,000	23108	11,262,600	21331	14,238,310	26.7%	15,906,180	33.1%
중앙로역점	캐쥬얼(특정매입)	진	게스(GUESS)(진)	#N/A	#N/A			-		-		-	13,056,600	-		-
중앙로역점	캐쥬얼(특정매입)	진	버커루	복합	19.1	51,488,126	57,012,600	99498	60,114,900	104913	51,924,000	90618	62,110,200	20.6%	67,051,500	17.6%
중앙로역점	캐쥬얼(특정매입)	이지	위라이크	#N/A	13.8	11,403,500	7,684,100	18499	10,024,700	24134	9,557,600	23009		-100.0%		-100.0%
중앙로역점	잡화(특정매입)	제화	엘칸토(ELCANTO )	#N/A	13.6	8,200,400	8,319,300	20390	18,332,600	44933	8,982,300	22015	18,595,700	126.8%	19,080,900	129.4%
중앙로역점	잡화(특정매입)	핸드백/피혁	엘레강스(핸드백)	#N/A	11.7	10,248,200	9,008,300	25665	10,221,100	29120	10,331,700	29435	9,006,500	-12.1%	10,738,100	19.2%
중앙로역점	잡화(특정매입)	핸드백/피혁	피에르가르뎅(핸드백)	#N/A	10.6	16,969,600	15,648,500	49209	18,643,000	58626	14,996,300	47158	14,937,100	-12.0%	18,219,700	16.4%
중앙로역점	영캐쥬얼(특정)2001	베이직	로엠(ROEM)	정상	24.6	45,983,360	36,020,060	48808	41,760,970	56587	38,883,590	52688	42,691,140	-7.2%	42,727,790	18.6%
중앙로역점	영캐쥬얼(특정)2001	베이직	에이비에프지(ABFZ)	복합	19.6	9,654,800	6,381,100	10852	6,285,800	10690	8,107,400	13788	19,002,400	96.8%	17,671,500	176.9%
중앙로역점	영캐쥬얼(특정)2001	베이직	클라비스(CLOVIS)	복합	15.3	16,071,770	19,046,030	41495	17,094,260	37242	15,281,640	33293	27,410,420	70.6%	19,043,290	0.0%
중앙로역점	영캐쥬얼(특정)2001	베이직	미쏘	#N/A	109.3	55,522,730	44,840,180	13679	44,017,300	13428	49,557,750	15118		-100.0%		-100.0%
중앙로역점	영캐쥬얼(특정)2001	베이직	리스트	정상	19.9	14,485,800	17,456,200	29240	23,215,900	38888	27,169,300	45510	37,151,700	156.5%	33,060,200	89.4%
중앙로역점	영캐쥬얼(특정)2001	스트릿	밸리걸	정상	11.5	12,120,000	10,630,000	30812	11,252,400	32616	10,456,300	30308	11,201,400	-7.6%	15,846,100	49.1%
중앙로역점	영캐쥬얼(특정)2001	캐릭터	숲(SOUP)	정상	19.2	17,001,700	12,094,880	20998	14,523,300	25214	11,062,400	19206	14,800,200	-12.9%	14,210,200	17.5%
중앙로역점	영캐쥬얼(특정)2001	베이직	씨(SI)	복합	11.6	19,336,270	16,944,460	48691	12,605,960	36224	8,472,270	24346	20,359,560	5.3%	21,412,960	26.4%
중앙로역점	영캐쥬얼(특정)2001	스트릿	헤이린뉴욕	정상	16.8	20,119,900	19,182,900	38061	20,640,040	40952	25,723,100	51038	18,672,300	-7.2%	20,364,300	6.2%
중앙로역점	영캐쥬얼(특정)2001	스트릿	에잇컨셉	정상	13.4		1,111,700	2765	14,842,100	36921	12,242,300	30453	14,811,300	-	12,796,700	1051.1%
중앙로역점	영캐쥬얼(특정)2001	스트릿	반에이크	정상	26.9	10,137,480	12,107,900	15004	16,174,500	20043	13,258,100	16429	12,779,600	26.1%	12,049,100	-0.5%
중앙로역점	남성의류(특정매입)	신사캐쥬얼	크로커다일(CROCODILE)	#N/A	10.8	6,171,000	8,021,000	24756	7,759,900	23950	4,102,600	12662	8,419,200	36.4%	10,706,200	33.5%
중앙로역점	남성의류(특정매입)	신사정장	파크랜드(PARKLAND)	#N/A	15.4	6,631,900	7,394,100	16005	4,507,000	9755	6,726,300	14559	6,452,400	-2.7%	9,973,400	34.9%
중앙로역점	남성의류(특정매입)	신사정장	트레몰로	정상	22.1	15,393,250	11,410,650	17211	10,503,700	15843	9,282,300	14000	8,962,700	-41.8%	9,150,500	-19.8%
중앙로역점	남성의류(특정매입)	신사캐쥬얼	바쏘옴므	정상	15.1	11,515,910	10,097,260	22290	13,566,740	29949	10,175,740	22463	14,013,458	21.7%	11,787,300	16.7%
중앙로역점	남성의류(특정매입)	신사캐쥬얼	앤드지	#N/A	10.6	3,319,730	3,666,394	11530	1,585,200	4985		0		-100.0%		-100.0%
중앙로역점	아동의류(특정매입)	유아	아가방	정상	#N/A	17,518,590	16,520,800	-	19,325,100	-	13,810,500	-	19,158,600	9.4%	17,027,900	3.1%
중앙로역점	아동의류(특정매입)	주니어	에어워크주니어	정상	13.6	5,837,000	6,780,000	16618	7,294,100	17878	3,710,300	9094	4,844,100	-17.0%	8,659,300	27.7%
중앙로역점	아동의류(특정매입)	스포츠키즈	뉴발란스키즈	정상	13.8	56,282,600	48,451,700	117033	40,066,270	96778	27,000,520	65219	36,548,380	-35.1%	38,660,270	-20.2%
중앙로역점	아동의류(특정매입)	주니어	폴햄키즈	#N/A	14.4	22,621,100	16,720,550	38705	12,349,900	28588	8,423,350	19498	24,284,800	7.4%	17,164,750	2.7%
중앙로역점	아동의류(특정매입)	주니어	탑텐키즈	정상	20.1	16,629,750	16,473,712	27320	15,655,085	25962	8,988,446	14906	18,551,740	11.6%	19,548,800	18.7%
중앙로역점	아동의류(특정매입)	주니어	행텐틴즈	정상	11.6	54,732,850	53,154,400	153195	58,819,400	169522	35,487,100	102277	56,533,250	3.3%	32,602,100	-38.7%
중앙로역점	여성의류(특정)NC	마담	올리비아로렌	상설	30.9	18,296,410	19,433,820	20964	23,751,300	25622	16,218,640	17496	44,757,370	144.6%	44,262,830	127.8%
중앙로역점	여성의류(특정)NC	여성커리어	베스띠벨리	정상	24.2	29,104,370	27,705,790	38162	23,736,450	32695	22,629,540	31170	29,150,560	0.2%	37,490,330	35.3%
중앙로역점	여성의류(특정)NC	여성커리어	케이엘	정상	12.6	18,445,350	19,748,100	52244	20,787,150	54992	17,487,400	46263	20,184,600	9.4%	23,008,800	16.5%
중앙로역점	스포츠(특정)NC	스포츠	나이키(NIKE)	#N/A	#N/A			-	15,361,680	-	16,962,040	-		-		-
중앙로역점	스포츠(특정)NC	아웃도어	콜핑(KOLPING)	#N/A	20.0			0		0	1,281,000	2135	4,684,000	-	8,185,000	-
중앙로역점	스포츠(특정)NC	스포츠	레노마수영복	정상	12.7	26,256,700	24,848,900	65220	25,899,850	67979	26,685,000	70039	19,268,800	-26.6%	22,538,600	-9.3%
수원터미널점	캐쥬얼(특정매입)	진	리바이스	정상	19.3	26,082,800	20,802,900	35929	18,363,940	31717	18,522,860	31991	9,703,430	-62.8%	16,910,300	-18.7%
수원터미널점	캐쥬얼(특정매입)	이지	후아유	정상	19.0	18,695,440	19,716,100	34590	11,005,360	19308	8,338,170	14628	14,238,120	-23.8%	9,660,620	-51.0%
수원터미널점	캐쥬얼(특정매입)	이지	폴햄	정상	76.0	65,043,950	65,529,600	28741	76,051,200	33356	62,016,600	27200	51,218,600	-21.3%	72,310,500	10.3%
수원터미널점	캐쥬얼(특정매입)	이지	마인드브릿지	정상	24.2	32,878,190	31,950,920	44010	27,053,490	37264	22,945,830	31606	22,372,570	-32.0%	30,230,220	-5.4%
수원터미널점	캐쥬얼(특정매입)	이지	프로젝트M	정상	24.5	53,382,600	51,470,800	70028	50,955,300	69327	38,076,350	51805	45,262,100	-15.2%	44,949,550	-12.7%
수원터미널점	캐쥬얼(특정매입)	스트릿	멤버헐리데이	정상	14.0		6,606,160	15729	19,068,570	45401	15,787,110	37588	14,226,000	-	17,970,070	172.0%
수원터미널점	캐쥬얼(특정매입)	스트릿	JEEP	상설	15.4	23,389,530	19,545,325	42306	25,119,365	54371	16,911,080	36604	30,657,250	31.1%	29,294,850	49.9%
수원터미널점	캐쥬얼(특정매입)	스트릿	NBA	상설	14.5	18,867,100	21,200,100	48736	21,372,200	49131	16,053,300	36904	16,569,040	-12.2%	14,745,670	-30.4%
수원터미널점	캐쥬얼(특정매입)	스트릿	더블에이트	정상	9.9	42,018,800	41,101,000	138387	46,832,600	157686	39,127,000	131741	36,124,200	-14.0%	38,012,800	-7.5%
수원터미널점	캐쥬얼(특정매입)	진	게스(GUESS)(진)	상설	33.2	98,639,000	123,129,300	123624	99,628,100	100028	80,030,700	80352	74,698,500	-24.3%	84,167,900	-31.6%
수원터미널점	캐쥬얼(특정매입)	이지	위라이크	#N/A	11.9			0		0		0	18,602,400	-	15,224,300	-
수원터미널점	잡화(특정매입)	제화	무크(MOOK)	정상	10.9			0		0		0	16,243,265	-	17,139,555	-
수원터미널점	잡화(특정매입)	제화	미소페(MISOPE)	#N/A	10.7	13,591,520	8,627,200	26760	13,464,200	41764	14,350,000	44512		-100.0%		-100.0%
수원터미널점	잡화(특정매입)	제화	에스콰이아(ESQUIRE)	상설	19.6	13,645,410	13,115,630	22305	8,364,850	14226	9,234,900	15706	21,607,010	58.3%	18,104,500	38.0%
수원터미널점	잡화(특정매입)	제화	엘칸토(ELCANTO )	정상	10.8	18,579,000	21,098,000	65117	27,138,800	83762	18,834,100	58130	22,789,300	22.7%	27,136,900	28.6%
수원터미널점	잡화(특정매입)	핸드백/피혁	닥스(핸드백)	상설	30.0	32,652,660	32,052,960	35614	33,726,310	37474	28,441,660	31602	33,972,020	4.0%	28,617,490	-10.7%
수원터미널점	잡화(특정매입)	핸드백/피혁	엘레강스(핸드백)	복합	13.6	16,259,300	12,187,300	29871	13,994,100	34299	13,006,400	31878	13,916,600	-14.4%	14,612,800	19.9%
수원터미널점	잡화(특정매입)	핸드백/피혁	피에르가르뎅(핸드백)	복합	10.0	8,398,000	8,370,100	27976	8,845,800	29566	6,363,300	21268		-100.0%		-100.0%
수원터미널점	잡화(특정매입)	제화	소다	정상	15.8	28,589,200	21,005,200	44315	24,152,900	50955	24,847,000	52420	23,318,800	-18.4%	22,003,000	4.8%
수원터미널점	잡화(특정매입)	제화	미셸BY탠디	정상	17.3	57,352,000	40,011,000	77092	46,782,000	90139	44,182,000	85129	47,764,000	-16.7%	50,225,000	25.5%
수원터미널점	잡화(특정매입)	제화	제옥스(제화)	#N/A	#N/A			-		-		-		-		-
수원터미널점	영캐쥬얼(특정)2001	베이직	로엠(ROEM)	정상	11.8	31,692,590	26,859,570	75874	27,126,480	76628	26,469,870	74774	30,045,010	-5.2%	29,482,260	9.8%
수원터미널점	영캐쥬얼(특정)2001	베이직	에이비에프지(ABFZ)	복합	7.1	8,722,000	9,279,800	43567	6,652,800	31234	9,845,420	46223	13,199,000	51.3%	25,156,400	171.1%
수원터미널점	영캐쥬얼(특정)2001	캐릭터	온앤온(ON n ON)	상설	15.0	24,031,100	22,339,500	49643	16,407,800	36462	28,997,300	64438	27,201,740	13.2%	24,173,550	8.2%
수원터미널점	영캐쥬얼(특정)2001	베이직	클라비스(CLOVIS)	정상	15.0	32,021,200	27,148,430	60330	23,498,430	52219	23,304,330	51787	27,578,230	-13.9%	24,029,240	-11.5%
수원터미널점	영캐쥬얼(특정)2001	베이직	리스트	정상	13.0	30,047,100	30,031,000	77003	21,649,200	55511	30,189,800	77410	22,312,500	-25.7%	20,453,800	-31.9%
수원터미널점	영캐쥬얼(특정)2001	캐릭터	나이스클랍	복합	18.8	18,966,380	13,211,080	23424	10,469,300	18563	10,745,500	19052	8,944,360	-52.8%	10,454,040	-20.9%
수원터미널점	영캐쥬얼(특정)2001	베이직	르샵	정상	11.8	40,021,350	44,422,000	125486	40,390,700	114098	47,059,400	132936	48,100,400	20.2%	52,046,500	17.2%
수원터미널점	영캐쥬얼(특정)2001	스트릿	밸리걸	#N/A	10.0			0		0		0	25,022,600	-	40,738,100	-
수원터미널점	영캐쥬얼(특정)2001	베이직	비지트인뉴욕	복합	16.0	14,379,260	16,010,270	33355	12,460,010	25958	7,669,330	15978	9,789,830	-31.9%	13,547,460	-15.4%
수원터미널점	영캐쥬얼(특정)2001	캐릭터	숲(SOUP)	복합	20.0	19,191,102	19,556,000	32593	23,371,060	38952	19,148,760	31915	21,123,050	10.1%	21,693,910	10.9%
수원터미널점	영캐쥬얼(특정)2001	스트릿	시슬리(영캐주얼)	상설	18.2	21,990,940	15,074,740	27609	20,296,640	37173	36,609,280	67050	16,186,320	-26.4%	16,781,450	11.3%
수원터미널점	영캐쥬얼(특정)2001	베이직	씨(SI)	복합	10.0			0		0		0	9,984,700	-	8,137,500	-
수원터미널점	영캐쥬얼(특정)2001	캐릭터	씨씨콜렉트	상설	15.0	68,336,110	66,202,200	147116	55,592,760	123539	51,166,950	113704	55,446,420	-18.9%	66,577,560	0.6%
수원터미널점	영캐쥬얼(특정)2001	스트릿	오픈클로젯	정상	15.2	25,174,700	21,596,500	47361	19,717,000	43239	20,536,700	45037	15,217,300	-39.6%	17,448,900	-19.2%
수원터미널점	영캐쥬얼(특정)2001	스트릿	에잇컨셉	정상	12.9	23,613,600	25,801,900	66672	30,367,000	78468	22,317,000	57667	15,146,500	-35.9%	19,112,600	-25.9%
수원터미널점	영캐쥬얼(특정)2001	스트릿	반에이크	정상	25.7	22,179,200	24,390,800	31635	25,204,040	32690	24,378,800	31620	18,772,100	-15.4%	23,316,700	-4.4%
수원터미널점	영캐쥬얼(특정)2001	스트릿	리안뉴욕	복합	10.0	15,302,980	20,271,190	67571	11,020,380	36735	11,198,820	37329	7,689,460	-49.8%	4,067,600	-79.9%
수원터미널점	영캐쥬얼(특정)2001	캐릭터	샤틴	상설	17.7	27,039,880	23,046,020	43401	29,336,100	55247	22,285,060	41968	32,015,760	18.4%	31,042,820	34.7%
수원터미널점	남성의류(특정매입)	신사캐쥬얼	인디안(INDIAN)	#N/A	13.6	4,324,790		0		0		0		-100.0%		-
