지점	카테고리	조닝	브랜드	매장유형	평수	25년 1월 매출	25년 2월 매출	25년 3월 매출	25년 4월 매출	평매출	25년 5월 매출	평매출	25년 6월 매출	평매출	25년 7월 매출	25년 8월 매출	25년 9월 매출	25년 10월 매출	25년 11월 매출	25년 12월 매출	26년 1월 매출	26년 2월 매출	26년 3월 매출	3월 성장률	26년 4월 매출	4월 성장률	26년 5월 매출
중계점	여성의류(특정)NC	여성커리어	엠씨	복합	12.1					0	1,109,700	3,057	20,498,150	56,469	11,524,850	17,868,650	15,028,700	28,060,950	42,291,500	27,335,050	22,234,500	25,022,400	38,395,200	-	32,136,800	-	23,692,900
중계점	여성의류(특정)NC	여성TD	기비/키이스	상설	11.5	21,014,000	22,255,700	24,607,000	31,518,000	91,357	25,080,000	72,696	14,868,100	43,096	10,204,300	9,237,600	14,371,400	23,129,700	26,102,140	25,016,330	18,201,940	17,021,700	27,599,844	12.16%	28,175,090	-10.61%	25,016,208
중계점	여성의류(특정)NC	여성커리어	케이엘	정상	8.1	32,189,580	34,024,450	28,342,150	34,669,900	142,674	29,364,250	120,841	29,060,000	119,588	20,272,050	19,788,000	21,792,350	26,036,200	37,288,700	30,852,800	33,404,600	24,936,250	35,119,450	23.91%	42,300,550	22.01%	33,669,450
중계점	여성의류(특정)NC	여성커리어	보니스팍스		8.9	22,140,300	31,360,600	40,065,400	41,062,900	153,794	45,004,200	168,555	33,045,000	123,764	33,232,200	27,010,000	34,029,800	46,733,100	36,638,800	20,427,000	24,413,800	22,145,200	43,008,600	7.35%	48,064,200	17.05%	42,054,100
중계점	스포츠(특정)NC	스포츠	나이키(NIKE)	데이터 부재	20.3					0		0		0					11,871,580	11,812,440	8,608,980	14,225,760	5,418,560	-	16,691,560	-	9,792,960
중계점	스포츠(특정)NC	스포츠	아디다스(ADIDAS)		18.4	19,889,300	18,037,400	21,406,800	22,351,300	40,491	36,094,400	65,388	12,907,200	23,383	11,777,300	6,731,500								-100.00%		-100.00%	
중계점	스포츠(특정)NC	스포츠	푸마(PUMA)	정상	10.0	15,826,900	11,914,880	16,904,560	11,192,620	37,309	11,663,210	38,877	13,371,620	44,572	15,412,100	13,734,160	20,871,150	30,804,960	27,646,110	9,255,680	15,348,100	12,310,800	19,433,710	14.96%	22,813,620	103.83%	26,188,450
중계점	스포츠(특정)NC	스포츠	뉴발란스	상설	15.7	53,769,120	60,550,600	54,604,600	69,293,900	147,121	62,772,500	133,275	41,115,900	87,295	42,374,390	35,806,200	42,174,000	79,463,520	93,191,000	86,729,200	64,440,000	66,046,500	74,401,790	36.26%	54,334,500	-21.59%	53,760,900
중계점	스포츠(특정)NC	스포츠	크록스(CROCS)	정상	3.5	10,108,300	7,145,000	19,603,400	34,136,400	325,370	61,813,900	589,178	47,384,100	451,641	57,823,200	40,828,400	29,737,500	35,093,500	16,357,800	21,479,600	25,758,600	13,948,100	22,511,600	14.84%	45,475,100	33.22%	61,719,900
중계점	스포츠(특정)NC	골프	디즈니골프	정상	8.6			17,480,020	1,845,960	7,173		0		0	8,674,100	7,039,360	8,300,200	10,599,000	17,277,500	14,145,360	4,314,080	7,833,200		-100.00%		-100.00%	
중계점	스포츠(특정)NC	골프	팬텀	복합	9.0			28,145,464	14,135,300	52,369		0		0	18,821,241	14,349,100	23,745,652	41,335,270	32,516,370	20,002,940	10,683,400	14,313,080		-100.00%		-100.00%	54,515,090
중계점	스포츠(특정)NC	골프	루이까스텔	상설	12.7			48,424,800	2,254,600	5,934		0		0	20,643,300	11,766,700	17,015,700	27,673,500	16,386,100	7,753,500	8,211,700	4,803,300		-100.00%		-100.00%	
중계점	스포츠(특정)NC	골프	벤제프골프	정상	8.8			10,050,790	1,399,000	5,313		0		0	7,001,700	5,335,700	6,184,050	11,175,360	10,326,140	6,027,180	5,528,980	2,986,580		-100.00%		-100.00%	
중계점	스포츠(특정)NC	스포츠	스케쳐스	정상	9.7	80,173,690	73,642,930	103,570,720	117,343,650	403,243	122,997,860	422,673	83,344,960	286,409	80,256,330	52,188,000	56,714,830	63,058,800	70,026,100	76,783,400	59,007,900	74,609,200	105,825,500	2.18%	107,426,450	-8.45%	109,840,880
중계점	스포츠(특정)NC	스포츠	데상트	정상	19.4	59,368,410	48,016,430	52,101,520	51,983,610	89,319	54,859,010	94,259	61,689,190	105,995	55,128,780	36,537,590	66,528,950	78,759,930	85,997,230	63,149,810	65,487,270	54,923,930	67,337,830	29.24%	60,760,870	16.88%	65,670,790
중계점	스포츠(특정)NC	아웃도어	블랙야크	정상	15.1	56,440,710	51,018,880	43,345,900	36,015,200	79,504	51,434,140	113,541	34,886,500	77,012	27,102,280	38,835,200	35,225,960	83,040,870	159,524,596	135,700,590	122,188,034	57,038,490	60,016,130	38.46%	42,172,200	17.10%	66,528,010
중계점	스포츠(특정)NC	아웃도어	아이더(EIDER)	정상	13.0	80,518,200	43,563,400	34,690,000	42,829,600	109,819	37,149,600	95,255	24,092,500	61,776	17,058,200	18,210,600	24,868,200	87,291,200	95,175,000	79,696,000	46,224,200	33,339,600	44,204,300	27.43%	31,480,700	-26.50%	31,441,250
중계점	스포츠(특정)NC	아웃도어	케이투(K2)	정상	21.5	93,397,500	77,004,800	95,418,800	82,063,900	127,231	97,935,000	151,837	59,473,900	92,208	47,036,000	31,030,858	50,064,000	116,749,700	197,340,400	160,397,500	122,029,000	73,495,800	84,220,500	-11.74%	86,872,400	5.86%	93,498,000
중계점	스포츠(특정)NC	아웃도어	네파	정상	10.0	67,035,700	71,154,480	46,400,710	52,385,250	174,618	50,952,350	169,841	51,162,830	170,543	30,769,630	30,839,320	37,682,400	72,983,760	135,375,800	149,580,490	70,287,900	28,860,390	29,476,000	-36.48%	43,928,400	-16.14%	53,250,300
중계점	스포츠(특정)NC	아웃도어	디스커버리	상설	13.3	100,004,700	61,310,900	92,666,600	93,255,200	233,722	72,268,600	181,124	61,086,500	153,099	45,460,300	22,811,700	52,519,000	106,564,900	161,338,900	161,788,700	82,088,000	71,904,700	78,459,200	-15.33%	100,017,800	7.25%	60,409,600
안양점	캐쥬얼(특정매입)	이지	폴햄	데이터 부재	25.6	18,540,525	14,141,850	23,397,200	26,803,820	34,882	26,684,050	34,726	30,666,800	39,909	24,386,450	17,334,250	12,558,500	28,604,650	23,070,640	-29,900				-100.00%		-100.00%	
안양점	캐쥬얼(특정매입)	이지	프로젝트M	데이터 부재	13.6	9,261,800	3,860,900	12,513,020	15,084,250	36,971	23,446,690	57,467	22,697,890	55,632	16,430,100	10,327,330	12,687,360	22,955,095	21,526,900	17,144,490	14,004,350	13,803,200	21,071,450	68.40%	21,501,250	42.54%	22,815,550
안양점	캐쥬얼(특정매입)	이지	폴햄메가샾	데이터 부재	85.0					0		0		0						4,753,150	12,998,900	14,303,300	20,169,300	-	15,829,600	-	19,963,226
안양점	잡화(특정매입)	제화	에스콰이아(ESQUIRE)	데이터 부재	9.4	20,670,200	21,055,600	28,288,600	25,042,400	89,012	32,600,600	115,877	39,602,700	140,766	31,460,700	26,071,500	25,959,140	27,279,800	29,336,400	41,947,500	20,008,400	16,587,900	26,757,500	-5.41%	23,710,800	-5.32%	36,734,200
안양점	잡화(특정매입)	제화	엘칸토(ELCANTO )	데이터 부재	10.0	21,147,700	24,062,500	38,829,400	26,115,900	86,792	33,893,700	112,641	29,150,000	96,876	18,758,100	17,190,900	30,343,200	26,977,300	30,560,500	28,300,100	18,398,950	18,326,850	35,605,650	-8.30%	28,852,800	10.48%	32,287,700
안양점	잡화(특정매입)	핸드백/피혁	키플링(KIPLING)	데이터 부재	7.3	5,668,800	6,414,600	13,090,800	10,076,400	45,831	27,031,860	122,951	16,057,860	73,037	14,838,200	15,498,000	17,136,360	12,846,600	13,850,680	10,252,200	9,757,200	9,422,880	23,435,660	79.02%	12,942,280	28.44%	20,114,010
안양점	잡화(특정매입)	제화	허쉬파피(HUSHPUPPIES)	데이터 부재	9.4	6,770,500	5,353,200	17,546,100	10,040,500	35,688	19,041,700	67,683	20,006,300	71,111	12,146,800	10,859,300	10,219,800	12,677,800	14,419,000	16,160,700	10,399,000	11,282,500	10,431,200	-40.55%	11,877,800	18.30%	13,947,500
안양점	잡화(특정매입)	핸드백/피혁	닥스(핸드백)	데이터 부재	#N/A		11,890,600	13,991,880	8,243,520	-		-		-	18,731,620		14,928,740	2,503,400	7,173,410	6,909,200	4,551,180			-100.00%		-100.00%	
안양점	잡화(특정매입)	핸드백/피혁	엘레강스(핸드백)	데이터 부재	7.2	13,790,300	12,918,000	26,679,900	15,766,400	73,426	30,422,708	141,682	17,860,800	83,180	17,377,650	13,534,000	29,289,500	20,327,400	18,890,000	19,119,000	15,261,600	15,382,000	33,884,800	27.00%	21,351,600	35.42%	32,423,100
안양점	잡화(특정매입)	핸드백/피혁	아메리칸투어리스트	데이터 부재	11.4	19,103,020	20,582,990	20,534,000	20,064,400	58,829	19,259,300	56,468	17,781,200	52,134	29,989,500	27,539,300	30,809,240	27,419,900	20,039,100	17,556,900	22,011,500	20,700,200		-100.00%		-100.00%	
안양점	잡화(특정매입)	제화	소다	데이터 부재	#N/A					-		-		-						5,259,000				-		-	
안양점	잡화(특정매입)	제화	미셸BY탠디	데이터 부재	#N/A					-	11,641,000	-	14,542,000	-				14,611,000		6,967,000	-99,000			-		-	
안양점	잡화(특정매입)	제화	제옥스(제화)	데이터 부재	#N/A					-		-		-					3,851,000					-		-	
안양점	영캐쥬얼(특정)2001	베이직	에이비에프지(ABFZ)	데이터 부재	11.8	5,794,300	4,600,900	4,672,000	5,932,200	16,804	10,023,500	28,393	10,036,200	28,429	7,804,800	8,002,700	7,231,600	12,670,400	8,527,200	5,880,200	5,169,300	3,205,100		-100.00%		-100.00%	
안양점	영캐쥬얼(특정)2001	베이직	클라비스(CLOVIS)	데이터 부재	11.5	2,253,400	17,177,460	20,597,600	23,012,770	66,704	18,775,530	54,422	20,379,700	59,072	18,585,380	15,482,830	15,206,530	20,452,330	19,069,100	16,135,720	15,391,920	14,421,190	18,050,170	-12.37%	16,064,970	-30.19%	17,339,730
안양점	영캐쥬얼(특정)2001	스트릿	밸리걸	데이터 부재	11.8	8,000,900	9,150,100	16,815,300	12,497,700	35,304	22,912,600	64,725	20,970,500	59,239	23,006,800	15,933,100	15,767,100	20,524,100	16,192,100	15,040,600	12,770,600	12,370,600	16,449,700	-2.17%	26,270,500	110.20%	21,993,600
안양점	영캐쥬얼(특정)2001	스트릿	오픈클로젯	데이터 부재	13.0					0		0		0			20,787,700	20,301,220	15,685,120	11,859,600	8,361,830	10,192,840	17,972,400	-	12,012,750	-	17,823,750
안양점	영캐쥬얼(특정)2001	스트릿	헤이린뉴욕	데이터 부재	10.3	7,683,400	12,356,100	12,128,400	13,007,500	42,095	15,429,600	49,934	15,334,700	49,627	16,423,200	21,439,000	12,716,100	17,234,500	13,613,400	10,958,800	7,797,500	10,413,900	15,711,200	29.54%	19,569,400	50.45%	18,360,900
안양점	남성의류(특정매입)	신사캐쥬얼	크로커다일(CROCODILE)	데이터 부재	9.9	50,570,100	40,035,600	52,706,200	65,180,910	219,464	84,577,120	284,771	60,578,620	203,968	55,474,680	39,873,500	46,712,800	81,395,200	88,062,700	79,537,600	57,095,000	53,221,900	65,429,640	24.14%	72,552,760	11.31%	73,269,000
안양점	남성의류(특정매입)	신사정장	파크랜드(PARKLAND)	데이터 부재	27.6	8,706,402	11,086,100	12,420,000	11,376,808	13,734	25,430,400	30,699	10,141,216	12,242	6,703,708	7,026,800	17,062,400	22,406,600	30,013,900	17,674,000	9,522,100	8,768,700	11,713,900	-5.69%	9,941,200	-12.62%	23,718,816
안양점	남성의류(특정매입)	신사정장	트레몰로	데이터 부재	13.8	3,108,000	4,559,900	6,025,500	7,214,000	17,375	5,317,740	12,808	2,866,500	6,904	1,483,000	2,931,500	1,651,000							-100.00%		-100.00%	
안양점	남성의류(특정매입)	신사캐쥬얼	지오지아	데이터 부재	10.9	13,131,400	8,473,660	13,909,960	16,209,160	49,786	15,987,730	49,106	12,240,500	37,596	12,302,770	12,182,640	12,936,840							-100.00%		-100.00%	
안양점	남성의류(특정매입)	신사캐쥬얼	피에르가르뎅(신사캐주얼)	데이터 부재	12.0	1,147,000	885,000	893,000	668,000	1,848	427,000	1,181	416,000	1,151	366,000	363,000	108,200							-100.00%		-100.00%	
안양점	남성의류(특정매입)	신사캐쥬얼	피에이티(PAT)	데이터 부재	12.7	34,385,800	19,610,800	49,884,000	34,722,600	91,110	34,768,600	91,231	28,302,400	74,264	20,715,000	19,973,100	27,364,300	36,844,400	55,159,000	40,614,200	28,829,200	26,800,200	32,406,408	-35.04%	43,466,000	25.18%	30,247,400
안양점	남성의류(특정매입)	신사캐쥬얼	앤드지	데이터 부재	10.8	3,488,500	1,962,000	6,638,040	4,501,470	13,840	6,140,370	18,879	3,621,900	11,136	1,779,860	1,893,800								-100.00%		-100.00%	
안양점	남성의류(특정매입)	신사캐쥬얼	에디션	데이터 부재	10.9	3,090,500	2,047,700	5,436,100	3,370,200	10,351	4,066,530	12,490	3,088,640	9,487	2,072,600	552,700	1,242,140							-100.00%		-100.00%	
안양점	아동의류(특정매입)	유아	아가방	데이터 부재	22.7	25,258,600	23,513,850	28,312,220	25,314,800	37,174	29,387,100	43,154	20,172,640	29,623	17,308,020	18,503,570	26,047,870	35,400,800	30,741,350	28,420,220	20,226,940	23,992,440	22,264,040	-21.36%	24,192,350	-4.43%	24,717,100
안양점	아동의류(특정매입)	주니어	제이씨비(JCB)	데이터 부재	7.6	1,619,480	2,090,840	3,027,660	4,617,710	20,342	4,523,850	19,928	2,915,490	12,843	3,058,900	1,629,600	2,601,050							-100.00%		-100.00%	
안양점	아동의류(특정매입)	주니어	에어워크주니어	데이터 부재	8.8	1,360,800	1,934,300	3,004,200	3,614,100	13,750	3,273,600	12,454	2,554,000	9,717	1,685,800	1,223,800	366,250							-100.00%		-100.00%	
안양점	아동의류(특정매입)	토들러	페리미츠	데이터 부재	5.8	8,602,000	2,746,700	-19,500		0		0		0								3,799,515	5,994,100	-30838.97%	6,784,320	-	5,955,020
안양점	아동의류(특정매입)	주니어	행텐틴즈	데이터 부재	16.4	2,760,100	2,237,740	3,441,550	21,422,270	43,661	28,213,740	57,503	16,426,100	33,478	15,312,995	5,912,600	10,426,100	40,878,800	53,420,600	51,982,500	13,783,200	26,060,900	48,238,300	1301.64%	42,115,190	96.60%	36,519,100
안양점	여성의류(특정)NC	여성커리어	안지크	데이터 부재	13.6					0		0		0									12,032,000	-	9,434,099	-	10,214,000
안양점	여성의류(특정)NC	여성커리어	베스띠벨리	데이터 부재	17.0	12,623,250	20,692,390	26,347,500	15,095,000	29,598	21,045,350	41,265	16,132,500	31,632	15,730,800	11,002,520	11,096,600	20,049,850	21,438,600	18,639,300	15,693,600	11,484,583	22,162,630	-15.88%	17,590,570	16.53%	17,270,620
안양점	여성의류(특정)NC	마담	파올라	데이터 부재	10.9	20,095,000	24,666,000	35,164,000	28,159,000	86,113	31,352,000	95,878	21,704,000	66,373	18,877,000	21,862,000	32,282,000	28,234,000	31,187,000	21,033,000	21,217,000	23,459,000	33,211,000	-5.55%	23,047,000	-18.15%	31,290,000
안양점	여성의류(특정)NC	여성커리어	발렌시아	데이터 부재	13.6	45,067,000	60,004,800	80,117,400	67,304,800	164,963	63,199,800	154,901	50,465,000	123,689	47,039,000	45,000,000	60,036,000	70,588,200	80,258,800	100,588,000	60,503,000	51,971,000	84,020,200	4.87%	66,399,400	-1.35%	57,822,000
안양점	스포츠(특정)NC	스포츠	나이키(NIKE)	데이터 부재	32.2		1,021,760	35,307,760	21,205,400	21,933	71,402,855	73,851	43,101,570	44,580	37,089,720	26,709,020	26,612,230	33,915,070	34,003,360	38,985,570	26,652,400	22,629,980	24,880,000	-29.53%	21,740,660	2.52%	29,846,240
안양점	스포츠(특정)NC	스포츠	아디다스(ADIDAS)	데이터 부재	34.4	14,940,700	9,195,000	18,812,100	12,107,000	11,728	14,343,300	13,895	9,038,000	8,755	9,244,000	7,118,200	-125,000							-100.00%		-100.00%	
안양점	스포츠(특정)NC	아웃도어	웨스트우드	데이터 부재	19.7	7,205,500	8,094,000	6,446,100	16,200,800	27,413	9,818,800	16,614	6,722,640	11,375	7,301,920	4,201,860	4,919,500	10,006,620	6,745,700	5,729,740	5,655,870	1,709,000	8,298,000	28.73%	8,102,400	-49.99%	8,826,900
안양점	스포츠(특정)NC	스포츠	프로스펙스	데이터 부재	#N/A			102,943,800	71,921,800	-	-77,500	-		-		65,482,600								-100.00%	110,447,600	53.57%	
안양점	스포츠(특정)NC	아웃도어	콜핑(KOLPING)	데이터 부재	20.0	24,673,000	32,909,000	28,271,000	34,379,000	57,298	37,823,000	63,038	41,843,000	69,738	33,324,000	18,143,000	16,819,000	43,166,000	49,565,000	30,829,000	25,649,000	21,407,000	47,099,000	66.60%	44,015,000	28.03%	39,037,000
안양점	스포츠(특정)NC	스포츠	레노마수영복	데이터 부재	14.7	4,769,220	4,392,200	6,532,300	4,458,100	10,085	4,461,000	10,091	5,689,600	12,870	7,733,850	9,575,450	4,987,050	152,350						-100.00%		-100.00%	
안양점	스포츠(특정)NC	스포츠	스케쳐스	데이터 부재	9.7	13,323,620	12,842,920	26,131,140	26,744,450	91,905	34,941,530	120,074	25,242,870	86,745	20,631,970	16,294,280	23,060,300	34,010,620	35,506,520	38,415,670	19,061,460	18,357,010	26,583,450	1.73%	22,945,150	-14.21%	38,699,050
안양점	스포츠(특정)NC	아웃도어	디스커버리	데이터 부재	#N/A				46,961,100	-		-	30,267,650	-	2,931,200	5,834,400	0		11,373,600					-		-100.00%	
분당점	캐쥬얼(특정매입)	진	리바이스	정상	13.3	15,372,100	15,099,500	24,927,700	25,651,600	64,290	29,800,000	74,687	23,099,500	57,893	15,529,500	14,623,900	19,698,000	26,854,100	18,714,900	18,429,800	15,845,500	21,709,600	29,233,500	17.27%	39,241,750	52.98%	26,969,000
분당점	캐쥬얼(특정매입)	이지	후아유	정상	21.9	23,515,450	23,049,530	38,290,790	37,649,650	57,305	34,679,810	52,785	29,069,860	44,246	31,970,270	26,554,220	35,447,130	54,757,170	42,077,990	31,285,500	25,936,510	24,335,660	34,052,780	-11.07%	53,584,280	42.32%	58,626,770
분당점	캐쥬얼(특정매입)	이지	지오다노	정상	18.8	32,937,650	23,448,740	37,232,430	41,949,500	74,379	45,439,030	80,566	46,219,770	81,950	54,196,080	25,740,830	25,900,760	46,816,740	43,438,060	37,112,600	32,308,870	28,312,770	57,328,010	53.97%	51,818,880	23.53%	62,926,610
분당점	캐쥬얼(특정매입)	이지	마인드브릿지	정상	14.3	60,048,810	45,397,680	67,682,250	66,694,050	155,209	79,075,490	184,023	64,117,700	149,214	56,774,150	46,071,940	44,260,560	78,669,470	72,558,820	61,786,810	55,744,010	41,688,890	70,029,270	3.47%	87,059,070	30.53%	91,367,710
분당점	캐쥬얼(특정매입)	이지	프로젝트M	정상	14.7	41,314,350	38,299,050	57,478,000	60,094,700	135,857	74,314,200	168,003	53,182,800	120,231	44,924,150	33,100,650	36,300,640	77,669,050	63,293,200	50,279,890	38,756,500	38,894,650	63,097,490	9.78%	94,113,640	56.61%	67,099,600
분당점	캐쥬얼(특정매입)	스트릿	멤버헐리데이	정상	8.0			1,948,300	13,694,440	57,228	23,446,590	97,982	14,782,740	61,776	16,076,480	9,180,260	7,135,480	19,879,180	30,867,600	13,067,000	13,517,580	6,811,560	-103,200	-105.30%		-100.00%	
분당점	캐쥬얼(특정매입)	스트릿	JEEP	상설	10.3	12,467,000	14,716,100	16,478,650	13,914,870	44,854	22,353,910	72,057	14,135,980	45,567	10,621,990	9,949,340	11,309,830	19,327,290	15,952,520	17,339,800	16,848,090	19,257,850	39,256,490	138.23%	40,291,770	189.56%	29,520,280
분당점	캐쥬얼(특정매입)	스트릿	NBA	상설	10.1	17,460,000	15,038,690	28,846,600	26,463,600	87,565	26,139,200	86,491	15,979,100	52,873	21,511,900	11,527,900	15,054,700	42,348,620	24,552,370	20,423,700	25,931,300	13,898,300	27,801,960	-3.62%	24,830,300	-6.17%	34,188,770
분당점	캐쥬얼(특정매입)	스트릿	더블에이트	정상	10.0	19,226,800	15,225,300	21,335,800	17,741,200	59,285	23,921,200	79,936	16,463,200	55,014	26,881,900	17,695,800	15,588,880	23,790,810	20,613,040	14,505,660	15,054,660	13,864,980	7,519,640	-64.76%		-100.00%	
분당점	캐쥬얼(특정매입)	진	게스(GUESS)(진)	상설	12.9	43,338,900	43,563,700	60,674,000	63,327,600	163,637	54,758,200	141,494	55,014,600	142,157	48,512,428	47,551,500	76,187,100	67,550,800	82,012,700	43,225,100	36,141,600	52,340,400	80,433,000	32.57%	78,871,000	24.54%	81,882,800
분당점	캐쥬얼(특정매입)	진	버커루	복합	11.9	25,842,920	17,939,780	28,497,430	35,429,470	99,242	34,587,930	96,885	21,036,700	58,926	26,001,800	16,199,000	18,678,900	30,554,300	23,553,000	21,924,200	18,189,300	16,101,500	43,241,360	51.74%	34,730,620	-1.97%	47,172,780
분당점	캐쥬얼(특정매입)	이지	폴햄메가샾	정상	31.4	47,034,200	34,017,878	47,672,200	67,127,900	71,261	70,087,200	74,403	50,635,800	53,754	55,240,700	30,871,050	53,851,300	41,778,200	63,468,850	52,567,900	38,054,550	30,150,750	46,370,100	-2.73%	44,086,300	-34.32%	68,439,600
분당점	캐쥬얼(특정매입)	이지	위라이크	데이터 부재	15.5					0		0		0										-	17,650,300	-	23,004,100
분당점	캐쥬얼(특정매입)	스트릿	알래스카	정상	14.1	22,009,000	35,447,100	40,166,300	47,327,130	111,884	60,024,620	141,902	47,537,000	112,381	47,008,500	33,434,300	33,029,850	38,205,400	48,169,800	41,156,100	33,501,940	26,223,020	33,838,150	-15.75%	52,826,200	11.62%	45,885,700
분당점	잡화(특정매입)	제화	무크(MOOK)	정상	10.3	33,499,160	19,652,550	38,544,805	27,632,550	89,426	26,865,240	86,943	26,761,380	86,606	32,619,540	21,007,395	46,859,080	25,167,720	30,102,700	27,518,480	22,679,920	13,815,200	24,207,610	-37.20%	23,820,520	-13.80%	33,091,000
분당점	잡화(특정매입)	제화	미소페(MISOPE)	정상	10.2	19,917,000	26,749,800	80,952,320	39,867,800	130,287	42,710,000	139,575	29,773,200	97,298	19,090,400	27,855,400	39,499,000	45,012,000	20,057,600	24,977,200	7,035,280	18,825,160	35,396,900	-56.27%	17,403,800	-56.35%	45,279,200
분당점	잡화(특정매입)	제화	엘칸토(ELCANTO )	정상	6.5	41,498,120	43,373,400	56,533,500	60,578,400	310,658	77,641,600	398,162	37,107,800	190,296	55,580,300	42,765,400	54,969,200	59,169,800	58,408,799	46,814,300	32,955,400	32,421,100	35,916,700	-36.47%	48,881,600	-19.31%	43,707,300
분당점	잡화(특정매입)	핸드백/피혁	키플링(KIPLING)	상설	6.6					0		0		0				26,923,150	27,922,380	22,980,390	18,735,470	15,935,630	22,517,080	-	30,938,070	-	26,685,350
분당점	잡화(특정매입)	핸드백/피혁	엘레강스(핸드백)	정상	7.0	18,330,800	14,318,940	21,459,870	23,285,790	110,885	21,895,200	104,263	20,755,400	98,835	24,016,090	16,385,200	28,839,590	26,680,500	21,816,070	19,716,700	19,749,050	15,940,000	23,426,300	9.16%	33,535,200	44.02%	27,392,100
분당점	잡화(특정매입)	핸드백/피혁	피에르가르뎅(핸드백)	데이터 부재	#N/A					-		-	7,164,000	-										-		-	
분당점	잡화(특정매입)	핸드백/피혁	아메리칸투어리스트	정상	7.9	32,955,000	20,858,100	20,128,400	18,210,200	76,836	25,093,700	105,881	20,038,400	84,550	24,475,100	20,429,800	24,083,270	21,603,100	26,093,000	45,162,600	36,187,200	19,449,000	19,850,000	-1.38%	21,091,000	15.82%	22,093,800
분당점	잡화(특정매입)	제화	소다	정상	8.5	14,276,300	5,473,100	10,111,900	14,951,900	58,635	15,475,300	60,687	16,729,100	65,604	39,602,800	13,758,800	6,897,800	8,573,200	12,963,400	11,409,800	17,670,200	10,842,200	27,458,800	171.55%	16,544,800	10.65%	21,316,200
분당점	잡화(특정매입)	제화	미셸BY탠디	정상	7.9	39,615,990	36,220,010	51,276,000	54,654,000	230,608	59,587,000	251,422	49,397,000	208,426	63,560,000	52,143,000	45,567,000	53,030,000	70,722,000	53,943,000	46,439,000	35,287,000	54,409,000	6.11%	75,877,000	38.83%	65,651,000
